ts,hotTop,outdoor,cold,supply,powerW,room,rh,setpoint,dew,status,season,rssi,kwhDay
2026-07-04 19:04:22,65.6,29.3,12.6,22.4,0,27.1,,26.5,,HEAT,summer,-91,36.1
2026-07-04 20:07:26,64.7,28.4,15.5,20.5,4718,26.9,,26.5,,HEAT,summer,-92,38.6
2026-07-04 21:15:13,64.1,27.6,13.1,20.3,4721,26.8,,26.5,,HEAT,summer,-92,41.0
2026-07-04 21:26:46,63.9,27.4,14.2,21.9,0,26.8,,26.5,,HEAT,summer,-92,41.1
2026-07-04 22:48:28,60.9,27.5,12.6,21.8,0,26.7,,26.5,,HEAT,summer,-91,43.9
2026-07-04 22:53:22,60.9,27.6,13.2,21.7,0,26.7,,26.5,,HEAT,summer,-91,43.9
2026-07-05 08:05:46,56.1,25.1,14.6,20.1,4714,26.7,,26.5,,HEAT,summer,-90,12.3
2026-07-05 08:57:51,55.6,26.9,14.0,19.7,4752,26.8,,26.5,,HEAT,summer,-90,13.8
2026-07-05 09:29:35,54.9,28.0,13.4,19.4,4737,26.8,,26.5,,HEAT,summer,-91,14.6
2026-07-05 09:53:24,54.6,27.4,15.5,21.0,1367,26.8,,26.5,,HEAT,summer,-92,14.7
2026-07-05 11:19:37,53.1,27.8,14.9,21.5,0,26.8,,26.5,,HEAT,summer,-90,16.0
2026-07-05 12:02:28,57.6,28.6,12.8,22.4,0,26.8,,26.5,,HEAT,summer,-92,17.4
2026-07-05 13:02:11,61.6,28.4,13.8,21.4,0,26.7,,26.5,,HEAT,summer,-90,18.9
2026-07-05 14:11:01,66.6,29.4,14.4,20.4,4732,26.7,,26.5,,HEAT,summer,-93,23.1
2026-07-05 14:46:31,66.9,29.1,13.1,21.5,0,26.6,,26.5,,HEAT,summer,-91,24.9
2026-07-05 15:07:21,66.9,30.0,12.9,21.7,123,26.6,,26.5,,HEAT,summer,-90,25.8
2026-07-05 15:28:52,66.9,29.3,18.4,21.5,4707,26.7,,26.5,,HEAT,summer,-92,26.7
2026-07-05 15:54:32,67.7,29.4,17.8,20.8,4691,26.7,,26.5,,HEAT,summer,-90,28.7
2026-07-05 16:20:43,68.6,29.4,17.1,20.6,4713,26.6,,26.5,,HEAT,summer,-90,30.7
2026-07-05 17:04:25,69.3,29.9,12.9,23.4,115,26.5,,26.5,,HEAT,summer,-91,34.1
2026-07-05 17:04:34,69.3,29.9,12.9,23.4,115,26.5,,26.5,,HEAT,summer,-91,34.1
2026-07-05 17:14:34,69.2,30.3,17.6,25.0,345,26.4,,26.5,,HEAT,summer,-91,34.1
2026-07-05 17:16:36,69.2,30.3,18.1,25.4,4264,26.5,,26.5,,HEAT,summer,-89,34.2
2026-07-05 17:35:04,69.1,29.6,15.8,27.1,0,26.5,,26.5,,HEAT,summer,-88,35.2
2026-07-05 18:04:22,68.7,31.1,17.4,28.2,4633,26.5,,26.5,,HEAT,summer,-90,36.2
2026-07-05 19:12:41,67.9,28.3,12.1,29.1,0,26.7,,26.5,,HEAT,summer,-90,37.8
2026-07-05 20:31:24,66.8,27.0,12.6,23.4,0,26.5,,26.5,,HEAT,summer,-91,40.4
2026-07-05 20:57:21,66.5,26.4,10.3,25.0,0,26.5,,26.5,,HEAT,summer,-90,40.9
2026-07-05 22:02:57,65.2,25.6,13.9,25.3,0,26.6,,26.5,,HEAT,summer,-90,41.4
2026-07-05 23:15:11,64.3,24.7,16.3,20.9,0,26.8,,26.5,,HEAT,summer,-91,42.3
2026-07-06 00:04:10,63.8,25.3,18.3,21.2,4220,26.6,,26.5,,HEAT,summer,-91,0.1
2026-07-06 07:01:01,60.2,24.5,12.4,22.8,0,26.5,,26.5,,HEAT,summer,-93,8.0
2026-07-06 08:27:32,58.9,26.4,16.1,19.6,4750,26.8,,26.5,,HEAT,summer,-92,8.6
2026-07-06 08:55:29,58.5,27.0,12.6,20.6,0,26.6,,26.5,,HEAT,summer,-92,9.9
2026-07-06 10:07:45,56.5,28.3,10.6,25.7,0,26.6,,26.5,,HEAT,summer,-91,10.5
2026-07-06 10:45:34,55.8,28.6,11.1,27.1,0,26.7,,26.5,,HEAT,summer,-91,10.5
2026-07-06 10:49:33,55.8,28.7,13.2,27.2,0,26.8,,27.0,,HEAT,summer,-92,10.5
2026-07-06 11:28:12,55.8,29.4,12.4,28.1,0,26.8,,27.0,,HEAT,summer,-91,12.1
2026-07-06 11:45:06,58.3,29.6,13.5,29.0,2834,26.9,,27.0,,HEAT,summer,-91,12.5
2026-07-06 12:14:16,61.5,30.2,13.1,30.5,0,26.9,,27.0,,HEAT,summer,-91,13.2
2026-07-06 13:25:39,67.4,30.6,13.6,32.6,4709,27.1,,27.0,,HEAT,summer,-90,17.0
2026-07-06 13:26:22,67.5,30.4,13.4,32.6,4701,27.1,,26.5,,HEAT,summer,-91,17.1
2026-07-06 13:58:06,70.2,30.8,17.9,20.3,4648,26.9,,26.5,,HEAT,summer,-91,19.6
2026-07-06 14:43:08,73.3,30.4,18.5,21.1,4700,26.6,,26.5,,HEAT,summer,-92,23.1
2026-07-06 15:15:27,74.9,31.3,16.6,27.4,0,26.5,,26.5,,HEAT,summer,-92,24.9
2026-07-06 16:29:31,76.4,31.3,13.1,33.0,2577,26.8,,26.5,,HEAT,summer,-91,27.4
2026-07-06 16:50:05,76.5,31.2,18.1,19.8,4714,26.8,,26.5,,HEAT,summer,-92,28.1
2026-07-06 17:16:11,76.2,30.6,18.3,22.4,4665,26.7,,26.5,,HEAT,summer,-92,30.2
2026-07-06 17:27:19,76.1,30.5,18.1,21.5,4723,26.7,,26.5,,HEAT,summer,-93,31.0
2026-07-06 17:38:09,76.0,30.3,18.1,21.4,4686,26.7,,26.5,,HEAT,summer,-92,31.9
2026-07-06 17:55:05,75.8,30.8,18.6,21.1,4723,26.6,,26.5,,HEAT,summer,-93,33.2
2026-07-06 18:20:48,75.4,30.2,13.1,26.1,0,26.6,,26.5,,HEAT,summer,-90,35.2
2026-07-06 20:54:49,72.9,26.9,13.4,20.7,0,26.6,,26.5,,HEAT,summer,-93,39.5
2026-07-06 21:19:25,72.2,26.6,15.9,20.4,0,26.6,,26.5,,HEAT,summer,-91,40.3
2026-07-06 21:58:31,70.9,26.6,12.0,21.4,0,26.5,,26.5,,HEAT,summer,-92,41.6
2026-07-07 02:22:57,67.3,23.4,14.6,23.1,0,26.7,,26.5,,HEAT,summer,-90,1.8
2026-07-07 04:26:40,65.4,22.8,13.8,21.6,0,26.6,,26.5,,HEAT,summer,-91,4.6
2026-07-07 07:48:44,62.4,24.9,8.8,23.9,0,26.7,,26.5,,HEAT,summer,-91,5.5
2026-07-07 08:17:39,60.4,25.8,9.5,24.4,0,26.8,,26.5,,HEAT,summer,-90,5.5
2026-07-07 10:21:43,54.9,29.8,15.0,21.6,607,26.5,,26.5,,HEAT,summer,-90,9.1
2026-07-07 11:09:39,54.4,30.4,13.3,25.0,0,26.6,,26.5,,HEAT,summer,-90,9.8
2026-07-07 11:58:34,60.2,31.2,14.2,29.8,0,26.6,,26.5,,HEAT,summer,-90,9.8
2026-07-07 12:19:02,62.6,31.8,14.6,31.4,0,26.7,,26.5,,HEAT,summer,-90,9.8
2026-07-07 12:40:17,64.7,32.1,14.9,32.9,0,26.7,,26.5,,HEAT,summer,-90,9.8
2026-07-07 13:25:39,69.2,32.6,17.1,20.9,1762,26.8,,26.5,,HEAT,summer,-91,10.4
2026-07-07 13:43:31,70.8,31.9,15.3,19.5,4720,26.7,,26.5,,HEAT,summer,-90,11.8
2026-07-07 14:07:27,72.9,32.4,12.8,20.9,0,26.6,,26.5,,HEAT,summer,-91,13.5
2026-07-07 14:53:20,76.0,32.6,12.8,28.1,0,26.5,,26.5,,HEAT,summer,-91,14.5
2026-07-07 14:54:46,76.1,32.1,12.7,28.3,0,26.5,,26.5,,HEAT,summer,-90,14.5
2026-07-07 15:42:06,78.4,32.8,13.1,33.6,0,26.6,,26.5,,HEAT,summer,-89,14.5
2026-07-07 16:01:15,78.9,32.6,13.1,35.0,0,26.6,,26.5,,HEAT,summer,-90,14.5
2026-07-07 16:24:14,79.3,32.5,13.3,36.2,0,26.7,,26.5,,HEAT,summer,-91,14.5
2026-07-07 17:07:32,79.1,32.9,14.7,36.1,4723,26.8,,26.5,,HEAT,summer,-90,15.9
2026-07-07 17:29:01,78.9,32.2,18.8,25.8,4718,26.8,,26.5,,HEAT,summer,-90,16.7
2026-07-07 17:32:32,78.9,32.3,17.8,20.1,4706,26.8,,26.5,,HEAT,summer,-90,17.0
2026-07-07 17:47:33,78.7,32.1,17.7,20.6,4712,26.7,,26.5,,HEAT,summer,-90,18.1
2026-07-07 18:14:54,78.5,32.6,15.5,20.2,4708,26.7,,26.5,,HEAT,summer,-90,20.3
2026-07-07 18:23:59,78.4,31.8,14.9,19.7,4717,26.7,,26.5,,HEAT,summer,-90,21.0
2026-07-07 18:55:08,78.0,30.4,14.4,18.6,4704,26.6,,26.5,,HEAT,summer,-89,23.4
2026-07-07 19:16:54,77.7,30.3,13.5,22.4,0,26.5,,26.5,,HEAT,summer,-90,24.6
2026-07-07 20:08:08,76.9,28.8,14.4,19.0,341,26.8,,26.5,,HEAT,summer,-89,26.6
2026-07-07 20:12:56,76.6,28.8,16.3,19.8,1787,26.8,,26.5,,HEAT,summer,-90,26.6
2026-07-07 20:17:26,76.3,28.8,16.3,21.4,1621,26.8,,26.5,,HEAT,summer,-90,26.8
2026-07-07 20:27:33,75.5,28.7,17.2,20.7,2414,26.8,,26.5,,HEAT,summer,-89,27.1
2026-07-07 20:39:26,74.6,28.0,16.5,20.5,1774,26.7,,26.5,,HEAT,summer,-90,27.5
2026-07-07 21:01:17,73.6,27.6,16.5,20.4,1741,26.8,,26.5,,HEAT,summer,-90,28.2
2026-07-07 21:46:34,72.3,26.0,14.9,22.3,344,26.5,,26.5,,HEAT,summer,-90,29.4
2026-07-07 22:09:07,71.5,25.6,15.9,24.4,347,26.6,,26.5,,HEAT,summer,-88,29.8
2026-07-07 22:19:28,71.2,25.6,16.2,24.8,1530,26.6,,26.5,,HEAT,summer,-89,30.0
2026-07-07 22:36:50,71.0,25.4,15.7,25.1,908,26.7,,26.5,,HEAT,summer,-89,30.2
2026-07-07 23:05:20,70.6,25.8,15.5,25.6,338,26.7,,26.5,,HEAT,summer,-88,30.5
2026-07-07 23:15:23,69.9,25.9,15.6,25.9,342,26.7,,26.5,,HEAT,summer,-88,30.6
2026-07-08 03:17:46,65.7,24.2,15.3,24.2,333,26.7,,26.5,,HEAT,summer,-89,3.6
2026-07-08 07:18:10,63.4,23.7,14.9,22.8,990,26.7,,26.5,,HEAT,summer,-90,6.9
2026-07-08 07:30:55,62.9,23.9,14.9,22.9,1947,26.7,,26.5,,HEAT,summer,-88,7.0
2026-07-08 08:07:10,61.9,25.4,14.9,23.6,330,26.7,,26.5,,HEAT,summer,-89,7.3
2026-07-08 08:19:56,61.6,25.9,16.8,20.7,2188,26.8,,26.5,,HEAT,summer,-89,7.5
2026-07-08 08:49:56,61.2,27.1,15.6,19.3,1754,26.8,,26.5,,HEAT,summer,-89,8.5
2026-07-08 09:33:08,56.1,28.6,16.2,20.3,967,26.7,,26.5,,HEAT,summer,-90,9.7
2026-07-08 11:15:30,54.1,30.4,15.6,21.4,340,26.6,,26.5,,HEAT,summer,-90,12.3
2026-07-08 11:33:10,56.4,31.7,15.9,20.8,1958,26.6,,26.5,,HEAT,summer,-90,12.8
2026-07-08 11:45:16,58.2,31.6,16.4,20.8,1945,26.5,,26.5,,HEAT,summer,-90,13.1
2026-07-08 12:00:30,60.4,31.8,15.9,24.4,1452,26.5,,26.5,,HEAT,summer,-90,13.4
2026-07-08 13:21:46,68.9,34.4,15.9,33.7,340,26.7,,26.5,,HEAT,summer,-90,14.9
2026-07-08 13:40:06,70.6,33.6,16.2,34.9,1390,26.8,,26.5,,HEAT,summer,-91,15.2
2026-07-08 15:12:40,76.5,31.9,16.6,20.9,1975,26.6,,26.5,,HEAT,summer,-90,18.8
